date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:24	49/49	---M-Z	200	added ('OK')	text/plain	date:Fri,%2027%20Apr%202018%2005:43:18%20GMT	https://wada.dym.cc/robots.txt		(from )
14:43:24	84421/84421	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:18%20GMT	https://wada.dym.cc/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/index.html	(from )
14:43:25	4643/4643	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/plugins/wysija-newsletters/css/A.validationEngine.jquery.css,qver=2.7.15.pagespeed.cf.jcn-RfgU3K.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/plugins/wysija-newsletters/css/A.validationEngine.jquery.css,qver=2.7.15.pagespeed.cf.jcn-RfgU3K.css	(from https://wada.dym.cc/)
14:43:26	847/847	---M--	200	added ('OK')	image/gif	etag:W/%220%22	https://wada.dym.cc/wp-content/plugins/contact-form-7/images/ajax-loader.gif.pagespeed.ce.r5YrN3eaRD.gif	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/plugins/contact-form-7/images/ajax-loader.gif.pagespeed.ce.r5YrN3eaRD.gif	(from https://wada.dym.cc/)
14:43:26	3423/3423	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	https://wada.dym.cc/wp-content/plugins/popup-maker/assets/css/site.min.css,qver=1.6.6.pagespeed.ce.n84co4xbYO.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/plugins/popup-maker/assets/css/site.min.css,qver=1.6.6.pagespeed.ce.n84co4xbYO.css	(from https://wada.dym.cc/)
14:43:26	30800/30800	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/lightning/library/font-awesome/4.7.0/css/A.font-awesome.min.css,qver=4.7.0.pagespeed.cf.jBrWCt-D4j.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/lightning/library/font-awesome/4.7.0/css/A.font-awesome.min.css,qver=4.7.0.pagespeed.cf.jBrWCt-D4j.css	(from https://wada.dym.cc/)
14:43:26	140877/140877	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/lightning/design_skin/origin/css/A.style.css,qver=4.0.3.pagespeed.cf.JS_Qa5vubO.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/lightning/design_skin/origin/css/A.style.css,qver=4.0.3.pagespeed.cf.JS_Qa5vubO.css	(from https://wada.dym.cc/)
14:43:27	748/748	---M-Z	200	added ('OK')	application/rss+xml	etag:%224c6d9d4ff22a7f80fcdbe03023d3b259-gzip%22	https://wada.dym.cc/comments/feed/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/comments/feed/index.html	(from https://wada.dym.cc/)
14:43:27	15994/15994	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/A.style.css,qver=4.0.3.pagespeed.cf.oIjbbMj7Bd.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/A.style.css,qver=4.0.3.pagespeed.cf.oIjbbMj7Bd.css	(from https://wada.dym.cc/)
14:43:27	24718/24718	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ed0639cb98a67e3706076ec6bc28d4c5-gzip%22	https://wada.dym.cc/feed/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/feed/index.html	(from https://wada.dym.cc/)
14:43:27	2976/2976	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/css/A.common.css,qver=4.8.3.pagespeed.cf.FLZjpY5BjD.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/css/A.common.css,qver=4.8.3.pagespeed.cf.FLZjpY5BjD.css	(from https://wada.dym.cc/)
14:43:27	2669/2669	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/css/A.validationEngine.jquery.css,qver=4.8.3.pagespeed.cf.awhERih3f9.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/css/A.validationEngine.jquery.css,qver=4.8.3.pagespeed.cf.awhERih3f9.css	(from https://wada.dym.cc/)
14:43:28	8930/8930	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	https://wada.dym.cc/wp-content/plugins/s2member/s2member-o.php,qws_plugin__s2member_css=1,aqcABC=1,aver=170722-1048618054.pagespeed.ce.qeb8eGjGpW.css	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/plugins/s2member/s2member-o.php,qws_plugin__s2member_css=1,aqcABC=1,aver=170722-1048618054.pagespeed.ce.qeb8eGjGpW.css	(from https://wada.dym.cc/)
14:43:29	16941/16941	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	https://wada.dym.cc/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_themes,_wada,_js,_jquery.validationEngine-ja.js,qver==4.8.3.pagespeed.jc.pWGIw_7GFa.js	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_themes,_wada,_js,_jquery.validationEngine-ja.js,qver==4.8.3.pagespeed.jc.pWGIw_7GFa.js	(from https://wada.dym.cc/)
14:43:29	97112/97112	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	https://wada.dym.cc/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.pPCPAKkkss.js	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-includes/js/jquery/jquery.js,qver=1.12.4.pagespeed.jm.pPCPAKkkss.js	(from https://wada.dym.cc/)
14:43:29	40377/40377	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/js/jquery.validationEngine.js,qver=4.8.3.pagespeed.jm.Y3m7xhmpFT.js	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/js/jquery.validationEngine.js,qver=4.8.3.pagespeed.jm.Y3m7xhmpFT.js	(from https://wada.dym.cc/)
14:43:29	40102/40102	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/lightning/js/all_in_header_fixed.min.js,qver=4.0.3.pagespeed.jm.SoFuIsTKt1.js	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/lightning/js/all_in_header_fixed.min.js,qver=4.0.3.pagespeed.jm.SoFuIsTKt1.js	(from https://wada.dym.cc/)
14:43:31	809/809	---M-Z	200	added ('OK')	text/xml	date:Fri,%2027%20Apr%202018%2005:43:27%20GMT	https://wada.dym.cc/xmlrpc.php?rsd	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/xmlrpc0db0.php	(from https://wada.dym.cc/)
14:43:31	84470/84470	---M-Z	200	added ('OK')	application/json	date:Fri,%2027%20Apr%202018%2005:43:27%20GMT	https://wada.dym.cc/wp-json/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-json/index.html	(from https://wada.dym.cc/)
14:43:32	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed3ffab91a00-gzip%22	https://wada.dym.cc/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-includes/wlwmanifest.xml	(from https://wada.dym.cc/)
14:43:32	7531/7531	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://wada.dym.cc/wp-content/uploads/2017/10/logo_wada-1-1.png.pagespeed.ce.uHMUtl2jXN.png	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/uploads/2017/10/logo_wada-1-1.png.pagespeed.ce.uHMUtl2jXN.png	(from https://wada.dym.cc/)
14:43:34	8094/8094	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:29%20GMT	https://wada.dym.cc/wp-login.php	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-login.html	(from https://wada.dym.cc/)
14:43:35	75019/75019	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:30%20GMT	http://wada.dym.cc/contentslist/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/contentslist/index.html	(from https://wada.dym.cc/)
14:43:36	16278/16278	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2027%20Apr%202018%2005:43:30%20GMT	https://wada.dym.cc/%e4%bb%a3%e8%a1%a8%e6%8c%a8%e6%8b%b6/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/%e4%bb%a3%e8%a1%a8%e6%8c%a8%e6%8b%b6/index.html	(from https://wada.dym.cc/)
14:43:36	15715/15715	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2027%20Apr%202018%2005:43:31%20GMT	https://wada.dym.cc/%e4%bc%9a%e7%a4%be%e6%a6%82%e8%a6%81/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/%e4%bc%9a%e7%a4%be%e6%a6%82%e8%a6%81/index.html	(from https://wada.dym.cc/)
14:43:36	153226/153226	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/img/top_image_1.jpg.pagespeed.ce.mt1x7np11b.jpg	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/img/top_image_1.jpg.pagespeed.ce.mt1x7np11b.jpg	(from https://wada.dym.cc/)
14:43:37	38433/38433	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://wada.dym.cc/wp-content/themes/wada/img/sample-rectangle.jpg.pagespeed.ce.1BHYIhsB_k.jpg	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/wp-content/themes/wada/img/sample-rectangle.jpg.pagespeed.ce.1BHYIhsB_k.jpg	(from https://wada.dym.cc/)
14:43:39	79106/79106	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:34%20GMT	https://wada.dym.cc/toiawase/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/toiawase/index.html	(from https://wada.dym.cc/)
14:43:40	88812/88812	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:34%20GMT	https://wada.dym.cc/archives/26/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/archives/26/index.html	(from https://wada.dym.cc/)
14:43:40	78787/78787	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:35%20GMT	https://wada.dym.cc/archives/post-all/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/archives/post-all/index.html	(from https://wada.dym.cc/)
14:43:40	85692/85692	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Apr%202018%2005:43:32%20GMT	https://wada.dym.cc/register/	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/register/index.html	(from https://wada.dym.cc/)
14:43:41	74575/74575	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Apr%202018%2005:43:36%20GMT	https://wada.dym.cc/popmake-171	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/popmake-171.13.delayed	(from https://wada.dym.cc/)
14:43:44	74575/74575	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Apr%202018%2005:43:39%20GMT	https://wada.dym.cc/popmake-432	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/popmake-432.14.delayed	(from https://wada.dym.cc/)
14:43:47	74575/74575	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Apr%202018%2005:43:42%20GMT	https://wada.dym.cc/popmake-347	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/popmake-347.15.delayed	(from https://wada.dym.cc/)
14:43:49	74575/74575	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Apr%202018%2005:43:44%20GMT	https://wada.dym.cc/popmake-435	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/popmake-435.16.delayed	(from https://wada.dym.cc/)
14:43:52	74575/74575	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Apr%202018%2005:43:47%20GMT	https://wada.dym.cc/popmake-359	C:/My%20Web%20Sites/wada.inc/wada.dym.cc/popmake-359.17.delayed	(from https://wada.dym.cc/)
